session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
107,HR,3285,IH,3,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3285,IH,4,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3285,IH,5,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3285,IH,6,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3285,IH,7,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3285,IH,8,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3285,IH,9,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3285,IH,10,18,2001-11-13,"To provide for the sharing of certain foreign intelligence information with local law enforcement personnel, and for other purposes.",Anthony Weiner,Law_and_Crime,Democrat
107,HR,3286,IH,1,11,2001-11-13,"To provide for a temporary moratorium on visas for certain aliens, and for other purposes.",David Weldon,Labor,Republican
107,HR,3286,IH,2,11,2001-11-13,"To provide for a temporary moratorium on visas for certain aliens, and for other purposes.",David Weldon,Labor,Republican
107,HR,3286,IH,3,11,2001-11-13,"To provide for a temporary moratorium on visas for certain aliens, and for other purposes.",David Weldon,Labor,Republican
107,HR,3286,IH,4,11,2001-11-13,"To provide for a temporary moratorium on visas for certain aliens, and for other purposes.",David Weldon,Labor,Republican
107,HR,3286,IH,5,11,2001-11-13,"To provide for a temporary moratorium on visas for certain aliens, and for other purposes.",David Weldon,Labor,Republican
107,HR,3286,IH,6,11,2001-11-13,"To provide for a temporary moratorium on visas for certain aliens, and for other purposes.",David Weldon,Labor,Republican
107,HR,3286,IH,7,11,2001-11-13,"To provide for a temporary moratorium on visas for certain aliens, and for other purposes.",David Weldon,Labor,Republican
107,HR,3287,IH,1,9,2001-11-13,"To redesignate the facility of the United States Postal Service located at 900 Brentwood Road, NE, in Washington, D.C., as the ""Joseph Curseen, Jr. and Thomas Morris, Jr. Processing and Distribution Center"".",Albert Wynn,Government_Operations,Democrat
107,HR,3288,IH,1,21,2001-11-14,To amend the Clayton Act to make the antitrust laws applicable to the elimination or relocation of major league baseball franchises.,John Conyers,Domestic_Commerce,Democrat
107,HR,3288,IH,2,21,2001-11-14,To amend the Clayton Act to make the antitrust laws applicable to the elimination or relocation of major league baseball franchises.,John Conyers,Domestic_Commerce,Democrat
107,HR,3288,IH,3,21,2001-11-14,To amend the Clayton Act to make the antitrust laws applicable to the elimination or relocation of major league baseball franchises.,John Conyers,Domestic_Commerce,Democrat
107,HR,3289,IH,1,7,2001-11-14,"To provide for interagency planning for preparing for, defending against, and responding to the consequences of terrorist attacks against the Yucca Mountain Project, and for other purposes.",Shelley Berkley,Environment,Democrat
107,HR,3289,IH,2,7,2001-11-14,"To provide for interagency planning for preparing for, defending against, and responding to the consequences of terrorist attacks against the Yucca Mountain Project, and for other purposes.",Shelley Berkley,Environment,Democrat
107,HR,3289,IH,3,7,2001-11-14,"To provide for interagency planning for preparing for, defending against, and responding to the consequences of terrorist attacks against the Yucca Mountain Project, and for other purposes.",Shelley Berkley,Environment,Democrat
107,HR,3289,IH,4,7,2001-11-14,"To provide for interagency planning for preparing for, defending against, and responding to the consequences of terrorist attacks against the Yucca Mountain Project, and for other purposes.",Shelley Berkley,Environment,Democrat
107,HR,3289,IH,5,7,2001-11-14,"To provide for interagency planning for preparing for, defending against, and responding to the consequences of terrorist attacks against the Yucca Mountain Project, and for other purposes.",Shelley Berkley,Environment,Democrat
107,HR,3289,IH,6,7,2001-11-14,"To provide for interagency planning for preparing for, defending against, and responding to the consequences of terrorist attacks against the Yucca Mountain Project, and for other purposes.",Shelley Berkley,Environment,Democrat
107,HR,329,IH,1,8,2001-01-31,"To authorize the establishment of a suboffice of the Immigration and Naturalization Service in Nashville, Tennessee.",Robert Clement,Labor,Democrat
107,HR,3290,IH,1,5,2001-11-14,"To authorize the Secretary of Energy to guarantee loans to facilitate nuclear nonproliferation programs and activities of the Government of the Russian Federation, and for other purposes.",Lois Capps,Defense,Democrat
107,HR,3290,IH,2,5,2001-11-14,"To authorize the Secretary of Energy to guarantee loans to facilitate nuclear nonproliferation programs and activities of the Government of the Russian Federation, and for other purposes.",Lois Capps,Defense,Democrat
107,HR,3290,IH,3,5,2001-11-14,"To authorize the Secretary of Energy to guarantee loans to facilitate nuclear nonproliferation programs and activities of the Government of the Russian Federation, and for other purposes.",Lois Capps,Defense,Democrat
107,HR,3290,IH,4,5,2001-11-14,"To authorize the Secretary of Energy to guarantee loans to facilitate nuclear nonproliferation programs and activities of the Government of the Russian Federation, and for other purposes.",Lois Capps,Defense,Democrat
107,HR,3291,IH,1,1,2001-11-14,"To amend title 10, United States Code, to provide that consensual sexual activity between adults shall not be a violation of the Uniform Code of Military Justice.",Barney Frank,Defense,Democrat
107,HR,3291,IH,2,1,2001-11-14,"To amend title 10, United States Code, to provide that consensual sexual activity between adults shall not be a violation of the Uniform Code of Military Justice.",Barney Frank,Defense,Democrat
107,HR,3292,IH,1,9,2001-11-14,To establish an informatics grant program for hospitals and skilled nursing facilities and to encourage health care providers to make major information technology advances by establishing a Medical Information Technology Advisory Board that will develop and disseminate standards for the electronic sharing of medical information.,Amory Houghton,Health,Republican
107,HR,3292,IH,2,9,2001-11-14,To establish an informatics grant program for hospitals and skilled nursing facilities and to encourage health care providers to make major information technology advances by establishing a Medical Information Technology Advisory Board that will develop and disseminate standards for the electronic sharing of medical information.,Amory Houghton,Health,Republican
107,HR,3292,IH,3,9,2001-11-14,To establish an informatics grant program for hospitals and skilled nursing facilities and to encourage health care providers to make major information technology advances by establishing a Medical Information Technology Advisory Board that will develop and disseminate standards for the electronic sharing of medical information.,Amory Houghton,Health,Republican
107,HR,3293,IH,1,2,2001-11-14,To establish a coordinated program of science-based countermeasures to address the threats of agricultural bioterrorism.,Frank Lucas,Agriculture,Republican
107,HR,3293,IH,2,2,2001-11-14,To establish a coordinated program of science-based countermeasures to address the threats of agricultural bioterrorism.,Frank Lucas,Agriculture,Republican
107,HR,3293,IH,3,2,2001-11-14,To establish a coordinated program of science-based countermeasures to address the threats of agricultural bioterrorism.,Frank Lucas,Agriculture,Republican
107,HR,3293,IH,4,2,2001-11-14,To establish a coordinated program of science-based countermeasures to address the threats of agricultural bioterrorism.,Frank Lucas,Agriculture,Republican
107,HR,3293,IH,5,2,2001-11-14,To establish a coordinated program of science-based countermeasures to address the threats of agricultural bioterrorism.,Frank Lucas,Agriculture,Republican
107,HR,3293,IH,6,2,2001-11-14,To establish a coordinated program of science-based countermeasures to address the threats of agricultural bioterrorism.,Frank Lucas,Agriculture,Republican
107,HR,3294,IH,1,22,2001-11-14,"To provide for the distribution of assets frozen pursuant to Executive Order 13224 and similar Executive orders to the State of New York, the State of Pennsylvania, and the Department of Defense to cover cleanup and reconstruction costs associated with the terrorist attacks of September 11, 2001.",Carolyn McCarthy,Macroeconomics,Democrat
107,HR,3294,IH,2,22,2001-11-14,"To provide for the distribution of assets frozen pursuant to Executive Order 13224 and similar Executive orders to the State of New York, the State of Pennsylvania, and the Department of Defense to cover cleanup and reconstruction costs associated with the terrorist attacks of September 11, 2001.",Carolyn McCarthy,Macroeconomics,Democrat
107,HR,3295,IH,1,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,2,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,3,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,4,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,5,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,6,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,7,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,8,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,9,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,10,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,11,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,12,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,13,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,14,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,15,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,16,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
107,HR,3295,IH,17,172,2001-11-14,"A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Robert Ney,Civil_Rights,Republican
