session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
111,HR,6427,IH,2,7,2010-11-18,To amend title XVIII of the Social Security Act to provide for an update under the Medicare physician fee schedule through 2011.,John Dingell,Health,Democrat
111,HR,6427,IH,3,7,2010-11-18,To amend title XVIII of the Social Security Act to provide for an update under the Medicare physician fee schedule through 2011.,John Dingell,Health,Democrat
111,HR,6428,IH,1,1,2010-11-18,"To exclude from gross income compensation provided by Pacific Gas and Electric Company for victims of the natural gas transmission line explosion occurring in San Bruno, California, and to treat as nontaxable any gain from the involuntary conversion of their property as the result of such explosion, without regard to the rules requiring conversion to property of a similar use.",Jackie Speier,Energy,Democrat
111,HR,6428,IH,2,1,2010-11-18,"To exclude from gross income compensation provided by Pacific Gas and Electric Company for victims of the natural gas transmission line explosion occurring in San Bruno, California, and to treat as nontaxable any gain from the involuntary conversion of their property as the result of such explosion, without regard to the rules requiring conversion to property of a similar use.",Jackie Speier,Energy,Democrat
111,HR,6428,IH,3,1,2010-11-18,"To exclude from gross income compensation provided by Pacific Gas and Electric Company for victims of the natural gas transmission line explosion occurring in San Bruno, California, and to treat as nontaxable any gain from the involuntary conversion of their property as the result of such explosion, without regard to the rules requiring conversion to property of a similar use.",Jackie Speier,Energy,Democrat
111,HR,6429,IH,1,1,2010-11-18,"To extend expiring provisions of the USA PATRIOT Improvement and Reauthorization Act of 2005 and Intelligence Reform and Terrorism Prevention Act of 2004 until February 29, 2012.",Peter Hoekstra,Defense,Republican
111,HR,643,IH,1,1,2009-01-22,"To encourage and assist women to carry their children to live birth by providing services, during and after pregnancy, that will alleviate the financial, social, emotional, and other difficulties that may otherwise lead to abortion.",Jeff Fortenberry,Health,Republican
111,HR,643,IH,2,1,2009-01-22,"To encourage and assist women to carry their children to live birth by providing services, during and after pregnancy, that will alleviate the financial, social, emotional, and other difficulties that may otherwise lead to abortion.",Jeff Fortenberry,Health,Republican
111,HR,643,IH,3,1,2009-01-22,"To encourage and assist women to carry their children to live birth by providing services, during and after pregnancy, that will alleviate the financial, social, emotional, and other difficulties that may otherwise lead to abortion.",Jeff Fortenberry,Health,Republican
111,HR,643,IH,4,1,2009-01-22,"To encourage and assist women to carry their children to live birth by providing services, during and after pregnancy, that will alleviate the financial, social, emotional, and other difficulties that may otherwise lead to abortion.",Jeff Fortenberry,Health,Republican
111,HR,643,IH,5,1,2009-01-22,"To encourage and assist women to carry their children to live birth by providing services, during and after pregnancy, that will alleviate the financial, social, emotional, and other difficulties that may otherwise lead to abortion.",Jeff Fortenberry,Health,Republican
111,HR,6430,IH,1,1,2010-11-18,"To amend title 38, United States Code, to improve educational assistance for veterans who served in the Armed Forces after September 11, 2001, and for other purposes.",Walter Minnick,Education,Democrat
111,HR,6430,IH,2,1,2010-11-18,"To amend title 38, United States Code, to improve educational assistance for veterans who served in the Armed Forces after September 11, 2001, and for other purposes.",Walter Minnick,Education,Democrat
