session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
109,HR,5554,IH,1,13,2006-06-08,To amend the Occupational Safety and Health Act of 1970 and the Federal Mine Safety and Health Act of 1977 to prohibit the promulgation of safety and health standards that do not meet certain requirements for national consensus standards.,Charles Norwood,Labor,Republican
109,HR,5554,IH,2,13,2006-06-08,To amend the Occupational Safety and Health Act of 1970 and the Federal Mine Safety and Health Act of 1977 to prohibit the promulgation of safety and health standards that do not meet certain requirements for national consensus standards.,Charles Norwood,Labor,Republican
109,HR,5554,IH,3,13,2006-06-08,To amend the Occupational Safety and Health Act of 1970 and the Federal Mine Safety and Health Act of 1977 to prohibit the promulgation of safety and health standards that do not meet certain requirements for national consensus standards.,Charles Norwood,Labor,Republican
109,HR,5555,IH,1,32,2006-06-08,"To amend the Public Health Service Act to add requirements regarding trauma care, and for other purposes.",Michael Burgess,Health,Republican
109,HR,5555,IH,2,32,2006-06-08,"To amend the Public Health Service Act to add requirements regarding trauma care, and for other purposes.",Michael Burgess,Health,Republican
109,HR,5556,IH,1,10,2006-06-08,"To establish a unified national hazard alert system, and for other purposes.",John Shimkus,Government_Operations,Republican
109,HR,5556,IH,2,10,2006-06-08,"To establish a unified national hazard alert system, and for other purposes.",John Shimkus,Government_Operations,Republican
109,HR,5556,IH,3,10,2006-06-08,"To establish a unified national hazard alert system, and for other purposes.",John Shimkus,Government_Operations,Republican
109,HR,5556,IH,4,10,2006-06-08,"To establish a unified national hazard alert system, and for other purposes.",John Shimkus,Government_Operations,Republican
109,HR,5556,IH,5,10,2006-06-08,"To establish a unified national hazard alert system, and for other purposes.",John Shimkus,Government_Operations,Republican
109,HR,5556,IH,6,10,2006-06-08,"To establish a unified national hazard alert system, and for other purposes.",John Shimkus,Government_Operations,Republican
109,HR,5556,IH,7,10,2006-06-08,"To establish a unified national hazard alert system, and for other purposes.",John Shimkus,Government_Operations,Republican
109,HR,5557,IH,1,15,2006-06-08,To promote the humane treatment of farm animals.,Christopher Shays,Agriculture,Republican
109,HR,5557,IH,2,15,2006-06-08,To promote the humane treatment of farm animals.,Christopher Shays,Agriculture,Republican
109,HR,5557,IH,3,15,2006-06-08,To promote the humane treatment of farm animals.,Christopher Shays,Agriculture,Republican
109,HR,5557,IH,4,15,2006-06-08,To promote the humane treatment of farm animals.,Christopher Shays,Agriculture,Republican
109,HR,5557,IH,5,15,2006-06-08,To promote the humane treatment of farm animals.,Christopher Shays,Agriculture,Republican
109,HR,5557,IH,6,15,2006-06-08,To promote the humane treatment of farm animals.,Christopher Shays,Agriculture,Republican
109,HR,5558,IH,1,70,2006-06-08,To amend the Federal Water Pollution Control Act to provide more effective permitting and enforcement mechanisms for stormwater discharges associated with residential construction activity.,John Duncan,Environment,Republican
109,HR,5558,IH,2,70,2006-06-08,To amend the Federal Water Pollution Control Act to provide more effective permitting and enforcement mechanisms for stormwater discharges associated with residential construction activity.,John Duncan,Environment,Republican
