session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
105,HR,1797,IH,1,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,2,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,3,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,4,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,5,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,6,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,7,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,8,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,9,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,10,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,11,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1797,IH,12,30,1997-06-05,To provide scholarship assistance for District of Columbia elementary and secondary school students.,Richard Armey,Government_Operations,Republican
105,HR,1798,IH,1,1,1997-06-05,To reform the program of the Department of Housing and Urban Development for disposition of single family properties in the inventory of the Department for use for the homeless.,Richard Baker,Housing,Republican
105,HR,1798,IH,2,1,1997-06-05,To reform the program of the Department of Housing and Urban Development for disposition of single family properties in the inventory of the Department for use for the homeless.,Richard Baker,Housing,Republican
105,HR,1798,IH,3,1,1997-06-05,To reform the program of the Department of Housing and Urban Development for disposition of single family properties in the inventory of the Department for use for the homeless.,Richard Baker,Housing,Republican
105,HR,1798,IH,4,1,1997-06-05,To reform the program of the Department of Housing and Urban Development for disposition of single family properties in the inventory of the Department for use for the homeless.,Richard Baker,Housing,Republican
105,HR,1799,IH,1,26,1997-06-05,"To amend title 23, United States Code, to provide for greater local input in transportation planning, and for other purposes.",James Barcia,Transportation,Democrat
105,HR,1799,IH,2,26,1997-06-05,"To amend title 23, United States Code, to provide for greater local input in transportation planning, and for other purposes.",James Barcia,Transportation,Democrat
105,HR,18,IH,1,103,1997-01-07,To amend the Internal Revenue Code of 1986 to increase to 100 percent the amount of the deduction for the health insurance costs of self-employed individuals.,Earl Pomeroy,Health,Democrat
