session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
105,HR,1470,IH,1,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,2,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,3,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,4,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,5,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,6,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,7,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,8,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1470,IH,9,16,1997-04-29,"To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.",John Kasich,Transportation,Republican
105,HR,1471,IH,1,1,1997-04-29,"To direct the Secretary of Transportation to determine the feasibility of placing bar codes on passenger motor vehicles to facilitate the tracing of stolen vehicles, and for other purposes.",Gary Ackerman,Law_and_Crime,Democrat
105,HR,1471,IH,2,1,1997-04-29,"To direct the Secretary of Transportation to determine the feasibility of placing bar codes on passenger motor vehicles to facilitate the tracing of stolen vehicles, and for other purposes.",Gary Ackerman,Law_and_Crime,Democrat
105,HR,1472,IH,1,1,1997-04-29,To amend the Employee Retirement Income Security Act of 1974 and the Public Health Service Act to require group health plans and group and individual health insurance coverage to pay interest on clean claims that are not paid within 30 days.,Gary Ackerman,Labor,Democrat
105,HR,1472,IH,2,1,1997-04-29,To amend the Employee Retirement Income Security Act of 1974 and the Public Health Service Act to require group health plans and group and individual health insurance coverage to pay interest on clean claims that are not paid within 30 days.,Gary Ackerman,Labor,Democrat
105,HR,1473,IH,1,1,1997-04-29,"To amend title 18, United States Code, to prohibit, with certain exceptions, the transfer of a handgun to, or the possession of a handgun by, an individual who has not attained 21 years of age.",Rod Blagojevich,Law_and_Crime,Democrat
105,HR,1474,IH,1,7,1997-04-29,"To amend section 255 of the National Housing Act to prohibit the charging of unreasonable and excessive fees in connection with equity conversion mortgages for elderly homeowners, and for other purposes.",George Brown,Housing,Democrat
105,HR,1474,IH,2,7,1997-04-29,"To amend section 255 of the National Housing Act to prohibit the charging of unreasonable and excessive fees in connection with equity conversion mortgages for elderly homeowners, and for other purposes.",George Brown,Housing,Democrat
105,HR,1474,IH,3,7,1997-04-29,"To amend section 255 of the National Housing Act to prohibit the charging of unreasonable and excessive fees in connection with equity conversion mortgages for elderly homeowners, and for other purposes.",George Brown,Housing,Democrat
105,HR,1474,IH,4,7,1997-04-29,"To amend section 255 of the National Housing Act to prohibit the charging of unreasonable and excessive fees in connection with equity conversion mortgages for elderly homeowners, and for other purposes.",George Brown,Housing,Democrat
105,HR,1474,IH,5,7,1997-04-29,"To amend section 255 of the National Housing Act to prohibit the charging of unreasonable and excessive fees in connection with equity conversion mortgages for elderly homeowners, and for other purposes.",George Brown,Housing,Democrat
105,HR,1475,IH,1,12,1997-04-29,To eliminate the National Sheep Industry Improvement Center and to transfer funds available for the Center to the general fund of the Treasury to reduce the deficit.,Steve Chabot,Agriculture,Republican
105,HR,1475,IH,2,12,1997-04-29,To eliminate the National Sheep Industry Improvement Center and to transfer funds available for the Center to the general fund of the Treasury to reduce the deficit.,Steve Chabot,Agriculture,Republican
105,HR,1476,IH,1,1,1997-04-29,To settle certain Miccosukee Indian land takings claims within the State of Florida.,Lincoln Diaz-Balart,Public_Lands,Republican
105,HR,1476,IH,2,1,1997-04-29,To settle certain Miccosukee Indian land takings claims within the State of Florida.,Lincoln Diaz-Balart,Public_Lands,Republican
