session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
103,S,2357,IS,84,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,85,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,86,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,87,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,88,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,89,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,90,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,91,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,92,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,93,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,94,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,95,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,96,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,97,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,98,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,99,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,100,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,101,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,102,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,103,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,104,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,105,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,106,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,107,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,108,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,109,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,110,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,111,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,112,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,113,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,114,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,115,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,116,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,117,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,118,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,119,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,120,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,121,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,122,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,123,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,124,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,125,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,126,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,127,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,128,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,129,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,130,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,131,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,132,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,133,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,134,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,135,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,136,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,137,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,138,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,139,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,140,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,141,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,142,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,143,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,144,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,145,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,146,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,147,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,148,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,149,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,150,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,151,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,152,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,153,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,154,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
103,S,2357,IS,155,1,1994-08-03,"A bill to achieve universal health insurance coverage, and for other purposes.",George Mitchell,Health,Democrat
