session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
109,HR,2193,IH,1,47,2005-05-05,To provide that service of the members of the organization known as the United States Cadet Nurse Corps during World War II constituted active military service for purposes of laws administered by the Secretary of Veterans Affairs.,Nita Lowey,Defense,Democrat
109,HR,2193,IH,2,47,2005-05-05,To provide that service of the members of the organization known as the United States Cadet Nurse Corps during World War II constituted active military service for purposes of laws administered by the Secretary of Veterans Affairs.,Nita Lowey,Defense,Democrat
109,HR,2193,IH,3,47,2005-05-05,To provide that service of the members of the organization known as the United States Cadet Nurse Corps during World War II constituted active military service for purposes of laws administered by the Secretary of Veterans Affairs.,Nita Lowey,Defense,Democrat
109,HR,2193,IH,4,47,2005-05-05,To provide that service of the members of the organization known as the United States Cadet Nurse Corps during World War II constituted active military service for purposes of laws administered by the Secretary of Veterans Affairs.,Nita Lowey,Defense,Democrat
109,HR,2194,IH,1,4,2005-05-05,"To amend title 18, United States Code, to provide additional protections for law enforcement officers, and for other purposes.",Daniel Lungren,Law_and_Crime,Republican
109,HR,2194,IH,2,4,2005-05-05,"To amend title 18, United States Code, to provide additional protections for law enforcement officers, and for other purposes.",Daniel Lungren,Law_and_Crime,Republican
109,HR,2194,IH,3,4,2005-05-05,"To amend title 18, United States Code, to provide additional protections for law enforcement officers, and for other purposes.",Daniel Lungren,Law_and_Crime,Republican
109,HR,2195,IH,1,1,2005-05-05,To provide for the withdrawal of the drug OxyContin from the commercial market.,Stephen Lynch,Health,Democrat
109,HR,2195,IH,2,1,2005-05-05,To provide for the withdrawal of the drug OxyContin from the commercial market.,Stephen Lynch,Health,Democrat
109,HR,2196,IH,1,5,2005-05-05,"To provide that Federal funds for the relief and revitalization of New York City after the September 11, 2001, terrorist attack shall not be subject to Federal taxation.",Carolyn Maloney,Macroeconomics,Democrat
109,HR,2196,IH,2,5,2005-05-05,"To provide that Federal funds for the relief and revitalization of New York City after the September 11, 2001, terrorist attack shall not be subject to Federal taxation.",Carolyn Maloney,Macroeconomics,Democrat
109,HR,2197,IH,1,1,2005-05-05,To provide health benefits for workers and their families.,Frank Pallone,Labor,Democrat
109,HR,2197,IH,2,1,2005-05-05,To provide health benefits for workers and their families.,Frank Pallone,Labor,Democrat
109,HR,2197,IH,3,1,2005-05-05,To provide health benefits for workers and their families.,Frank Pallone,Labor,Democrat
109,HR,2198,IH,1,2,2005-05-05,To suspend temporarily the duty on fixed ratio speed changers for truck-mounted concrete mixers.,Thomas Petri,Foreign_Trade,Republican
