session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
103,HR,2904,IH,4,1,1993-08-05,"To protect home ownership and equity through enhanced disclosure of the risks associated with certain mortgages, and for other purposes.",Edolphus Towns,Domestic_Commerce,Democrat
103,HR,2905,IH,1,7,1993-08-05,"To amend the Federal Water Pollution Control Act to require the Administrator of the Environmental Protection Agency to make grants to the cities of New York, Los Angeles, and San Diego, the county sanitation districts of Los Angeles County, the municipality of metropolitan Seattle, and the Massachusetts Water Resources Authority for the construction of wastewater treatment works.",Walter Tucker,Environment,Democrat
103,HR,2905,IH,2,7,1993-08-05,"To amend the Federal Water Pollution Control Act to require the Administrator of the Environmental Protection Agency to make grants to the cities of New York, Los Angeles, and San Diego, the county sanitation districts of Los Angeles County, the municipality of metropolitan Seattle, and the Massachusetts Water Resources Authority for the construction of wastewater treatment works.",Walter Tucker,Environment,Democrat
103,HR,2906,IH,1,14,1993-08-05,To amend the Internal Revenue Code of 1986 to allow a credit for charitable contributions made by businesses to public elementary and secondary schools located in poverty areas.,Walter Tucker,Education,Democrat
103,HR,2906,IH,2,14,1993-08-05,To amend the Internal Revenue Code of 1986 to allow a credit for charitable contributions made by businesses to public elementary and secondary schools located in poverty areas.,Walter Tucker,Education,Democrat
103,HR,2907,IH,1,1,1993-08-05,"To revive and extend through December 31, 1996, a temporary reduction of duty on certain disposable surgical gowns and drapes.",Jamie Whitten,Foreign_Trade,Democrat
103,HR,2907,IH,2,1,1993-08-05,"To revive and extend through December 31, 1996, a temporary reduction of duty on certain disposable surgical gowns and drapes.",Jamie Whitten,Foreign_Trade,Democrat
103,HR,2908,IH,1,1,1993-08-05,For the relief of Peggi M. Houston.,Cass Ballenger,Private_Bill,Republican
103,HR,2909,IH,1,1,1993-08-05,"To provide that section 6248 of title 10, United States Code, shall not apply to an award of the Medal of Honor to Richard G. Perez.",Gene Green,Private_Bill,Democrat
103,HR,291,IH,1,144,1993-01-05,"To amend title 10, United States Code, to establish procedures for determining whether members of the Armed Forces in a missing status or certain civilian officers and employees are deceased, to require certain information to be kept in the personnel files of such persons, and for other purposes.",Austin Murphy,Defense,Democrat
103,HR,291,IH,2,144,1993-01-05,"To amend title 10, United States Code, to establish procedures for determining whether members of the Armed Forces in a missing status or certain civilian officers and employees are deceased, to require certain information to be kept in the personnel files of such persons, and for other purposes.",Austin Murphy,Defense,Democrat
103,HR,291,IH,3,144,1993-01-05,"To amend title 10, United States Code, to establish procedures for determining whether members of the Armed Forces in a missing status or certain civilian officers and employees are deceased, to require certain information to be kept in the personnel files of such persons, and for other purposes.",Austin Murphy,Defense,Democrat
103,HR,291,IH,4,144,1993-01-05,"To amend title 10, United States Code, to establish procedures for determining whether members of the Armed Forces in a missing status or certain civilian officers and employees are deceased, to require certain information to be kept in the personnel files of such persons, and for other purposes.",Austin Murphy,Defense,Democrat
103,HR,2910,IH,1,33,1993-08-06,"To more fully and accurately inform the public concerning health, safety, and environmental risks, to improve consistency in the presentation of scientific information, and to enhance the scientific credibility of the regulatory decisions of the Environmental Protection Agency.",Carlos Moorhead,Environment,Republican
103,HR,2910,IH,2,33,1993-08-06,"To more fully and accurately inform the public concerning health, safety, and environmental risks, to improve consistency in the presentation of scientific information, and to enhance the scientific credibility of the regulatory decisions of the Environmental Protection Agency.",Carlos Moorhead,Environment,Republican
103,HR,2910,IH,3,33,1993-08-06,"To more fully and accurately inform the public concerning health, safety, and environmental risks, to improve consistency in the presentation of scientific information, and to enhance the scientific credibility of the regulatory decisions of the Environmental Protection Agency.",Carlos Moorhead,Environment,Republican
