session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
106,HR,5408,IH,607,1,2000-10-06,"To authorize appropriations for fiscal year 2001 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",Floyd Spence,Defense,Republican
106,HR,5408,IH,608,1,2000-10-06,"To authorize appropriations for fiscal year 2001 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",Floyd Spence,Defense,Republican
106,HR,5408,IH,609,1,2000-10-06,"To authorize appropriations for fiscal year 2001 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",Floyd Spence,Defense,Republican
106,HR,5409,IH,1,1,2000-10-06,To extend for 9 additional months the period for which chapter 12 of title 11 of the United States Code is reenacted.,Nick Smith,Domestic_Commerce,Republican
106,HR,5409,IH,2,1,2000-10-06,To extend for 9 additional months the period for which chapter 12 of title 11 of the United States Code is reenacted.,Nick Smith,Domestic_Commerce,Republican
106,HR,541,IH,1,122,1999-02-03,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Rosa DeLauro,Civil_Rights,Democrat
106,HR,541,IH,2,122,1999-02-03,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Rosa DeLauro,Civil_Rights,Democrat
106,HR,541,IH,3,122,1999-02-03,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Rosa DeLauro,Civil_Rights,Democrat
106,HR,541,IH,4,122,1999-02-03,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Rosa DeLauro,Civil_Rights,Democrat
106,HR,541,IH,5,122,1999-02-03,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",Rosa DeLauro,Civil_Rights,Democrat
