session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
103,HR,4125,IH,13,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,14,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,15,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,16,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,17,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,18,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,19,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,20,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,21,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,22,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,23,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,24,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,25,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4125,IH,26,1,1994-03-24,"To improve the national flood insurance program to increase the stability of the National Flood Insurance Fund through improved risk management, enhanced compliance, and incentives for mitigation, and for other purposes.",William Hughes,Domestic_Commerce,Democrat
103,HR,4126,IH,1,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,2,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,3,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,4,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,5,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,6,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,7,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,8,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,9,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,10,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,11,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,12,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,13,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,14,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,15,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,16,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,17,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,18,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,19,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4126,IH,20,9,1994-03-24,"To offer States a national welfare reform option and incentives to implement the welfare reform option, to strengthen child support enforcement, to provide all States with the flexibility and resources necessary to promote work and self-sufficiency, to expand access to affordable child care, and for other purposes.",Nita Lowey,Law_and_Crime,Democrat
103,HR,4127,IH,1,5,1994-03-24,To require the Secretary of the Treasury to biannually pay to State and local governments compensation for direct costs incurred by those governments in complying with Federal mandates.,Peter Barca,Government_Operations,Democrat
103,HR,4127,IH,2,5,1994-03-24,To require the Secretary of the Treasury to biannually pay to State and local governments compensation for direct costs incurred by those governments in complying with Federal mandates.,Peter Barca,Government_Operations,Democrat
103,HR,4128,IH,1,11,1994-03-24,To require providers of home infusion therapy services to be licensed and to limit physician referrals for services in which the physician has a financial interest.,Sherrod Brown,Health,Democrat
103,HR,4128,IH,2,11,1994-03-24,To require providers of home infusion therapy services to be licensed and to limit physician referrals for services in which the physician has a financial interest.,Sherrod Brown,Health,Democrat
103,HR,4128,IH,3,11,1994-03-24,To require providers of home infusion therapy services to be licensed and to limit physician referrals for services in which the physician has a financial interest.,Sherrod Brown,Health,Democrat
103,HR,4128,IH,4,11,1994-03-24,To require providers of home infusion therapy services to be licensed and to limit physician referrals for services in which the physician has a financial interest.,Sherrod Brown,Health,Democrat
103,HR,4128,IH,5,11,1994-03-24,To require providers of home infusion therapy services to be licensed and to limit physician referrals for services in which the physician has a financial interest.,Sherrod Brown,Health,Democrat
103,HR,4129,IH,1,72,1994-03-24,"To provide needed credit and financial services to rural residents, public services, and business enterprises, and for other purposes.",Eva Clayton,Domestic_Commerce,Democrat
103,HR,4129,IH,2,72,1994-03-24,"To provide needed credit and financial services to rural residents, public services, and business enterprises, and for other purposes.",Eva Clayton,Domestic_Commerce,Democrat
103,HR,4129,IH,3,72,1994-03-24,"To provide needed credit and financial services to rural residents, public services, and business enterprises, and for other purposes.",Eva Clayton,Domestic_Commerce,Democrat
103,HR,4129,IH,4,72,1994-03-24,"To provide needed credit and financial services to rural residents, public services, and business enterprises, and for other purposes.",Eva Clayton,Domestic_Commerce,Democrat
103,HR,4129,IH,5,72,1994-03-24,"To provide needed credit and financial services to rural residents, public services, and business enterprises, and for other purposes.",Eva Clayton,Domestic_Commerce,Democrat
103,HR,4129,IH,6,72,1994-03-24,"To provide needed credit and financial services to rural residents, public services, and business enterprises, and for other purposes.",Eva Clayton,Domestic_Commerce,Democrat
103,HR,4129,IH,7,72,1994-03-24,"To provide needed credit and financial services to rural residents, public services, and business enterprises, and for other purposes.",Eva Clayton,Domestic_Commerce,Democrat
103,HR,413,IH,1,1,1993-01-05,To amend title II of the Social Security Act so as to remove the limitation upon the amount of outside income which an individual may earn while receiving benefits thereunder.,Robert Stump,Social_Welfare,Republican
103,HR,4130,IH,1,3,1994-03-24,"To require that all Federal recurring payments be paid by electronic funds transfer, and for other purposes.",George Darden,Government_Operations,Democrat
103,HR,4130,IH,2,3,1994-03-24,"To require that all Federal recurring payments be paid by electronic funds transfer, and for other purposes.",George Darden,Government_Operations,Democrat
103,HR,4131,IH,1,1,1994-03-24,To amend the Internal Revenue Code of 1986 to make the income tax more equitable for families.,George Darden,Macroeconomics,Democrat
103,HR,4131,IH,2,1,1994-03-24,To amend the Internal Revenue Code of 1986 to make the income tax more equitable for families.,George Darden,Macroeconomics,Democrat
103,HR,4131,IH,3,1,1994-03-24,To amend the Internal Revenue Code of 1986 to make the income tax more equitable for families.,George Darden,Macroeconomics,Democrat
103,HR,4131,IH,4,1,1994-03-24,To amend the Internal Revenue Code of 1986 to make the income tax more equitable for families.,George Darden,Macroeconomics,Democrat
103,HR,4132,IH,1,7,1994-03-24,To amend the Truth in Lending Act to provide for a cap on consumer credit card interest rates.,Sam Gejdenson,Domestic_Commerce,Democrat
103,HR,4132,IH,2,7,1994-03-24,To amend the Truth in Lending Act to provide for a cap on consumer credit card interest rates.,Sam Gejdenson,Domestic_Commerce,Democrat
103,HR,4132,IH,3,7,1994-03-24,To amend the Truth in Lending Act to provide for a cap on consumer credit card interest rates.,Sam Gejdenson,Domestic_Commerce,Democrat
103,HR,4133,IH,1,15,1994-03-24,"To expand the Tree Assistance Program of the Department of Agriculture to assist agriculture producers to pay the costs of replanting commercially grown trees and seedlings, ornamental plants, and other perennial plants that are destroyed by damaging weather or related condition and to change the manner of determining crop yields for trees and seedlings, ornamental plants, and other perennial plants for purposes of emergency crop loss assistance.",Frederick Grandy,Agriculture,Republican
