session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
113,HR,4636,IH,2,45,2014-05-09,"To amend the Child Abuse Prevention and Treatment Act to allow State child protective services systems better to serve the needs of children who are victims of trafficking, and for other purposes.",Karen Bass,International_Affairs,Democrat
113,HR,4636,IH,3,45,2014-05-09,"To amend the Child Abuse Prevention and Treatment Act to allow State child protective services systems better to serve the needs of children who are victims of trafficking, and for other purposes.",Karen Bass,International_Affairs,Democrat
113,HR,4637,IH,1,4,2014-05-09,"To require the sunset of certain Federal Government reporting requirements to Congress, and for other purposes.",Suzanne Bonamici,Government_Operations,Democrat
113,HR,4637,IH,2,4,2014-05-09,"To require the sunset of certain Federal Government reporting requirements to Congress, and for other purposes.",Suzanne Bonamici,Government_Operations,Democrat
113,HR,4638,IH,1,10,2014-05-09,"To designate Union Station in Washington, DC, as the ""Harry S. Truman Union Station"".",Emanuel Cleaver,Government_Operations,Democrat
113,HR,4639,IH,1,1,2014-05-09,"To authorize funding for the creation and implementation of infant mortality pilot programs in standard metropolitan statistical areas with high rates of infant mortality, and for other purposes.",Steve Cohen,Health,Democrat
113,HR,4639,IH,2,1,2014-05-09,"To authorize funding for the creation and implementation of infant mortality pilot programs in standard metropolitan statistical areas with high rates of infant mortality, and for other purposes.",Steve Cohen,Health,Democrat
113,HR,464,IH,1,1,2013-02-04,To amend the Federal Election Campaign Act of 1971 to reduce the limit on the amount of certain contributions which may be made to a candidate with respect to an election for Federal office.,Michael Capuano,Government_Operations,Democrat
113,HR,464,IH,2,1,2013-02-04,To amend the Federal Election Campaign Act of 1971 to reduce the limit on the amount of certain contributions which may be made to a candidate with respect to an election for Federal office.,Michael Capuano,Government_Operations,Democrat
113,HR,4640,IH,1,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4640,IH,2,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4640,IH,3,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4640,IH,4,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4640,IH,5,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4640,IH,6,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4640,IH,7,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4640,IH,8,10,2014-05-09,To establish the Western Hemisphere Drug Policy Commission.,Eliot Engel,Law_and_Crime,Democrat
113,HR,4641,IH,1,21,2014-05-09,To reauthorize the Erie Canalway National Heritage Corridor Act.,Brian Higgins,Public_Lands,Democrat
113,HR,4642,IH,1,1,2014-05-09,"To require all recreational vessels to have and post passenger capacity limits, to amend title 46, United States Code, to authorize States to enter into contracts for the provision of boating safety education services under State recreational boating safety programs, and for other purposes.",Steve Israel,Transportation,Democrat
113,HR,4642,IH,2,1,2014-05-09,"To require all recreational vessels to have and post passenger capacity limits, to amend title 46, United States Code, to authorize States to enter into contracts for the provision of boating safety education services under State recreational boating safety programs, and for other purposes.",Steve Israel,Transportation,Democrat
113,HR,4642,IH,3,1,2014-05-09,"To require all recreational vessels to have and post passenger capacity limits, to amend title 46, United States Code, to authorize States to enter into contracts for the provision of boating safety education services under State recreational boating safety programs, and for other purposes.",Steve Israel,Transportation,Democrat
113,HR,4643,IH,1,23,2014-05-09,"To amend the Truth in Lending Act to establish requirements for releasing a cosigner from obligations of a private education loan, for the treatment of the loan upon the death or bankruptcy of a cosigner of the loan, and for other purposes.",Rick Larsen,Education,Democrat
113,HR,4643,IH,2,23,2014-05-09,"To amend the Truth in Lending Act to establish requirements for releasing a cosigner from obligations of a private education loan, for the treatment of the loan upon the death or bankruptcy of a cosigner of the loan, and for other purposes.",Rick Larsen,Education,Democrat
