session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
112,HR,559,IH,1,3,2011-02-08,To amend the Internal Revenue Code of 1986 to provide an additional year for the extension of the placed in service date for the low-income housing credit rules applicable to the GO Zone.,Cedric Richmond,Housing,Democrat
112,HR,5590,IH,1,1,2012-05-08,To suspend temporarily the duty on Disperse Blue 359.,Wm. Clay,Foreign_Trade,Democrat
112,HR,5591,IH,1,1,2012-05-08,To modify and extend the temporary reduction of duty on beta-cyfluthrin.,Emanuel Cleaver,Foreign_Trade,Democrat
112,HR,5592,IH,1,1,2012-05-08,To suspend temporarily the duty on mixtures containing beta-cyfluthrin.,Emanuel Cleaver,Foreign_Trade,Democrat
112,HR,5593,IH,1,1,2012-05-08,"To provide a remedy for survivors and descendants of the victims of the Tulsa, Oklahoma Race Riot of 1921.",John Conyers,Government_Operations,Democrat
112,HR,5593,IH,2,1,2012-05-08,"To provide a remedy for survivors and descendants of the victims of the Tulsa, Oklahoma Race Riot of 1921.",John Conyers,Government_Operations,Democrat
112,HR,5594,IH,1,1,2012-05-08,To suspend temporarily the duty on plastic mesh for filters.,Keith Ellison,Foreign_Trade,Democrat
112,HR,5595,IH,1,1,2012-05-08,To suspend temporarily the duty on plastic mesh for filters (high flow).,Keith Ellison,Foreign_Trade,Democrat
112,HR,5596,IH,1,1,2012-05-08,To extend the temporary suspension of duty on Perfluorobutanesulfonyl fluoride.,Keith Ellison,Foreign_Trade,Democrat
112,HR,5597,IH,1,1,2012-05-08,To extend the temporary suspension of duty on C1-3 Perfluoroalkyl perfluoromorpholine.,Keith Ellison,Foreign_Trade,Democrat
112,HR,5598,IH,1,1,2012-05-08,"To extend the temporary suspension of duty on mixtures of C5-18 perfluorocarbon alkanes, perfluorocarbon amines, and/or perfluorocarbon ethers.",Keith Ellison,Foreign_Trade,Democrat
112,HR,5599,IH,1,1,2012-05-08,To extend the temporary suspension of duty on C5-8 Perfluorocarbonalkanes.,Keith Ellison,Foreign_Trade,Democrat
112,HR,56,IH,1,11,2011-01-05,"To provide for restoration of the coastal areas of the Gulf of Mexico affected by the Deepwater Horizon oil spill, and for other purposes.",Steve Scalise,Environment,Republican
112,HR,56,IH,2,11,2011-01-05,"To provide for restoration of the coastal areas of the Gulf of Mexico affected by the Deepwater Horizon oil spill, and for other purposes.",Steve Scalise,Environment,Republican
112,HR,560,IH,1,4,2011-02-08,"To amend titles XVIII and XIX of the Social Security Act to ensure proportional representation of rural interests on the Medicare Payment Advisory Commission and the Medicaid and CHIP Payment and Access Commission, and to provide for greater transparency in proceedings of those Commissions.",Greg Walden,Health,Republican
112,HR,560,IH,2,4,2011-02-08,"To amend titles XVIII and XIX of the Social Security Act to ensure proportional representation of rural interests on the Medicare Payment Advisory Commission and the Medicaid and CHIP Payment and Access Commission, and to provide for greater transparency in proceedings of those Commissions.",Greg Walden,Health,Republican
112,HR,560,IH,3,4,2011-02-08,"To amend titles XVIII and XIX of the Social Security Act to ensure proportional representation of rural interests on the Medicare Payment Advisory Commission and the Medicaid and CHIP Payment and Access Commission, and to provide for greater transparency in proceedings of those Commissions.",Greg Walden,Health,Republican
112,HR,5600,IH,1,1,2012-05-08,To suspend temporarily the rate of duty on Encapsulated Ascorbic Acid.,Keith Ellison,Foreign_Trade,Democrat
112,HR,5601,IH,1,1,2012-05-08,To suspend temporarily the rate of duty on Encapsulated Potassium Persulfate.,Keith Ellison,Foreign_Trade,Democrat
112,HR,5602,IH,1,1,2012-05-08,To suspend temporarily the rate of duty on Bisphenol A Bis(3-methacryloyloxypropyl)ether substituted dimethacylate.,Keith Ellison,Foreign_Trade,Democrat
