session,chamber,number,type,section,Cosponsr,IntrDate,Title,NameFull,major_topic_label,party_name
104,HR,4079,IH,7,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,8,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,9,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,10,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,11,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,12,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,13,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,14,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,15,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,16,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,17,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,18,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,19,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,20,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,21,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,22,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,23,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,24,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,25,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,26,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,27,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,28,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,29,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,30,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,31,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,32,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,33,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,34,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,35,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,36,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,37,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,38,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,39,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,40,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,41,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,42,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,43,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,44,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,45,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,46,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,47,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,48,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,49,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,50,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,51,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,52,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,53,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,54,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,55,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,56,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
104,HR,4079,IH,57,1,1996-09-16,To reduce paperwork and additional regulatory burdens for depository institutions.,James Leach,Domestic_Commerce,Republican
